Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL
Scandi,,Кафе,"улица Мусы Джалиля, 1",,,,,,Сармановский район,Республика Татарстан,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.9,10,,,,,,,,,,,,,,,,,55.244658,52.585925,https://2gis.com/firm/70000001059433067
Кафе,,Кафе,"Совхозная улица, 6а",,,,,,Альметьевский район,Республика Татарстан,Россия,,+03:00,1.0,1,,,,,,,,,,,,,,,,,55.04032,52.124785,https://2gis.com/firm/70000001031035258
Мечта,кафе,Кафе; Доставка готовых блюд,"улица Куйбышева, 43",,,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:50; Сб: 11:00-23:50; Вс: 11:00-23:00,+03:00,2.2,5,89270338383,,,,,,,https://vk.com/cafedream,https://wa.me/79270338383,,,,,https://t.me/+79270338383,,,54.597372,52.461528,https://2gis.com/firm/70000001039168896
Бахетле,кафе,Кафе,"улица Агадуллина, 6",1 этаж,423251,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,3.0,4,88559551323,89872241498,,,,,,https://vk.com/behetlekafe,,,,,,,,,54.604779,52.46524,https://2gis.com/firm/70000001039168834
Старый Город,кафе-клуб,Кафе,"улица Мурзина, 17",,,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-03:00; Сб: 14:00-03:00; Вс: 14:00-23:00,+03:00,3.0,2,89196812121,,,,,,,https://vk.com/id459261370,,,,,,,,,54.60547,52.482411,https://2gis.com/firm/70000001041450338
Девон,кафе,Кафе,"улица 30 лет Победы, 4",,,,,,Сармановский район,Республика Татарстан,Россия,Пн: 08:00-16:00; Вт: 08:00-16:00; Ср: 08:00-16:00; Чт: 08:00-16:00; Пт: 08:00-16:00,+03:00,,,88555963016,88555963256 (отдел кадров),,,,,,,,,,,,,,,55.026625,52.73703,https://2gis.com/firm/70000001031034819
Викинг,кафе,Кафе; Бары,"улица Тукая, 24",,,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,3.3,3,89274550634,,,,,,,,,,,,,,,,54.59934,52.445608,https://2gis.com/firm/70000001039168819
Инь-Янь,кафе,Доставка готовых блюд; Кафе,"улица Ленина, 17/10",1 этаж,,,,Бугульма,Бугульминский район,Республика Татарстан,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.4,40,89274924400,,,,,http://inyan.su,,https://vk.com/in_yan_bugulma,,,,,,,,,54.541198,52.799458,https://2gis.com/firm/70000001054258626
Loft,лаундж-бар,Кафе; Доставка готовых блюд,"улица Баныкина, 1Б",2 этаж,,,,Заинск,Заинский район,Республика Татарстан,Россия,Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:59; Сб: 12:00-23:59,+03:00,1.8,9,89870083020,,,,,,,,https://wa.me/79870083020,,,,,,,,55.290339,52.008214,https://2gis.com/firm/70000001055585240
Chef Delivery,,Кафе; Доставка готовых блюд,"улица Энергетиков, 1",,,,,,Сармановский район,Республика Татарстан,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.6,10,,,,,,,,https://vk.com/chef_delivery_ru,,,,,,,,,55.244878,52.587845,https://2gis.com/firm/70000001075072640
Rollstreet,кафе,Кафе; Доставка готовых блюд; Пиццерии; Суши-бары,"улица Энергетиков, 9в",напротив ЗАГСа,,,,Заинск,Заинский район,Республика Татарстан,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-23:00,+03:00,3.3,42,89655933331,,,,,http://Rollstreet.ru,,https://vk.com/rollstreett,,,,,,,,,55.282685,52.004623,https://2gis.com/firm/70000001055136316
BlackBerry,кафе,Кафе; Бары,"проспект Шашина, 1",цокольный этаж,,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,2.8,8,88559550263,,,,,,,,,,,,,,,,54.606046,52.448451,https://2gis.com/firm/70000001039168886
Kinza,кафе,Кафе; Доставка готовых блюд,"улица Сююмбики, 10а/1",,,,,Азнакаево,Азнакаевский район,Республика Татарстан,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-24:00; Сб: 11:00-24:00; Вс: 11:00-23:00,+03:00,2.9,9,89196331777,89178875151,,,,,,,https://wa.me/79178875151,,,,,,,,54.857429,53.084213,https://2gis.com/firm/70000001075283187
Смак,кафе,Кафе,"улица Баныкина, 1в",,,,,Заинск,Заинский район,Республика Татарстан,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,1.9,12,88555871576,,,,,,,https://vk.com/public52452520,,,,,,,,,55.290288,52.008019,https://2gis.com/firm/70000001041794663
Арцах,кафе,Кафе; Рестораны; Банкетные залы,"Стадионная улица, 4а",,,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+03:00,3.2,4,88559595657,,,,,,,https://vk.com/arcakhofficial,,,,,,,,,54.603781,52.431227,https://2gis.com/firm/70000001039168870
Modjo,кафе,Кафе,"Ленинградская улица, 23а",2 этаж,,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-24:00; Сб: 12:00-24:00; Вс: 12:00-23:00,+03:00,5.0,3,89196889232,,,,,,,https://vk.com/modjo_cafe,,,,,,,,,54.604871,52.461186,https://2gis.com/firm/70000001054249002
Paprika,кафе,Кафе; Доставка готовых блюд,"улица Нефтяников, 40",,,,,Азнакаево,Азнакаевский район,Республика Татарстан,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-22:00,+03:00,2.4,21,89172865956,,,,,,,,https://wa.me/79172865956,,,,,https://t.me/+79172865956,https://t.me/paprika_azn,,54.852625,53.090602,https://2gis.com/firm/70000001046389011
Лесник,ресторан,Рестораны; Кафе; Банкетные залы,"улица Ленина, 152а",,,,,Бугульма,Бугульминский район,Республика Татарстан,Россия,Пн: 11:00-24:00; Вт: 11:00-24:00; Ср: 11:00-24:00; Чт: 11:00-24:00; Пт: 11:00-24:00; Сб: 11:00-24:00; Вс: 11:00-24:00,+03:00,4.1,12,88559491510 (служба бронирования и доставки),89872224407 (администратор),,,,http://lesnikbugulma.clients.site,,https://vk.com/lesnikbugulma,https://wa.me/79872224407,,,,,,,,54.521368,52.850975,https://2gis.com/firm/70000001037866721
Рандеву,кафе,Кафе,"улица Татарстана, 8",,,,,,Азнакаевский район,Республика Татарстан,Россия,,+03:00,,,89172603025,,,,,,,,,,,,,,,,54.81052,52.796711,https://2gis.com/firm/70000001057745212
My family cafe,,Кафе,"проспект Победы, 1/15а",,,,,Заинск,Заинский район,Республика Татарстан,Россия,Пн: 11:00-21:00; Вт: 11:00-21:00; Ср: 11:00-21:00; Чт: 11:00-21:00; Пт: 11:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,3.7,6,89270332323,,,,,http://myfamilycafe.ru,,https://vk.com/myfamilycafe,,,,,,,,,55.288227,51.99089,https://2gis.com/firm/70000001053230816
Веранда,кафе,Кафе,"улица Марджани, 24",1 этаж,423330,,,Азнакаево,Азнакаевский район,Республика Татарстан,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,3.2,10,89375842121,72121,,,,http://veranda16.ru,,,https://wa.me/79375842121,,,,,,,,54.863922,53.081216,https://2gis.com/firm/70000001046389000
Траттория,кафе,Кафе,"улица Вахитова, 3",1 этаж,,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,5.0,4,88559556252,,,,,,,,,,,,,,,,54.596414,52.446847,https://2gis.com/firm/70000001039168854
Мята Lounge,лаундж-кафе,Кафе,"улица Тухачевского, 3в",2 этаж,,,,Бугульма,Бугульминский район,Республика Татарстан,Россия,Пн: 11:30-24:00; Вт: 11:30-24:00; Ср: 11:30-24:00; Чт: 11:30-24:00; Пт: 11:30-01:00; Сб: 11:30-01:00; Вс: 11:30-24:00,+03:00,4.8,9,89083350663,,,,,,,,,,,,,,,,54.526946,52.805657,https://2gis.com/firm/70000001037867436
Небеса,кафе,Кафе; Караоке-залы; Бары,"улица Чайковского, 19 ст1",2 этаж,,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 11:00-04:00; Сб: 11:00-04:00; Вс: 11:00-24:00,+03:00,1.0,3,88559595349,89600766222,,,,,,https://vk.com/nebesa_lensk,,,,,,,,,54.594432,52.453624,https://2gis.com/firm/70000001039168844
Берлога,кафе,Кафе,"улица Ленина, 7а",,,,,,Азнакаевский район,Республика Татарстан,Россия,Пн: 12:00-24:00; Вт: 12:00-24:00; Ср: 12:00-24:00; Чт: 12:00-24:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 12:00-24:00,+03:00,,,89870067575,,,,,,,,,,,,,,,,54.813676,52.806166,https://2gis.com/firm/70000001066262311
Tasty,кафе,Кафе,"Ленинградская улица, 39",,,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,5.0,6,89172729695,89196805110,,,,,,https://vk.com/tasty_lensk,https://wa.me/79196805110,,,,,,,,54.600425,52.451651,https://2gis.com/firm/70000001080413126
Шаурмалай,кафе,Доставка готовых блюд; Быстрое питание; Кафе,"улица Газинура Гафиатуллина, 33",1 этаж,,,,Бугульма,Бугульминский район,Республика Татарстан,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 11:00-23:00,+03:00,3.3,11,89872286350,,,,,,,https://vk.com/shaurmalay,https://wa.me/79872286350,,,,,,,,54.533545,52.794991,https://2gis.com/firm/70000001054250358
Cranberry,кафе,Кафе,"Советская улица, 56",1 этаж,,,,Бугульма,Бугульминский район,Республика Татарстан,Россия,Пн: 07:00-21:00; Вт: 07:00-21:00; Ср: 07:00-21:00; Чт: 07:00-21:00; Пт: 07:00-21:00; Сб: 09:00-21:00; Вс: 10:00-21:00,+03:00,3.0,20,88559470100,89178793999,,,,http://cranberry.business.site,,https://vk.com/cranberry_club,https://wa.me/79178793999,,,,,,,,54.540934,52.796844,https://2gis.com/firm/70000001037870441
Пирамида,кафе,Кафе,"Автозаводская улица, 3д",,,,,Заинск,Заинский район,Республика Татарстан,Россия,,+03:00,4.0,1,,,,,,,,,,,,,,,,,55.301835,51.988865,https://2gis.com/firm/70000001031035128
Шафран,кафе,Кафе,"проспект Победы, 31",,,,,Заинск,Заинский район,Республика Татарстан,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,3.6,10,89510642051,,,,,,,,,,,,,,,,55.288092,51.990318,https://2gis.com/firm/70000001054235403
Буга,кафе,Кафе,"улица Ломоносова, 4",2 этаж,,,,Бугульма,Бугульминский район,Республика Татарстан,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,4.5,12,89393381570,,,,,,,,,,,,,,,,54.549305,52.807884,https://2gis.com/firm/70000001037866506
Чайхона,,Кафе,"улица Гагарина, 20",1 этаж,,,,Азнакаево,Азнакаевский район,Республика Татарстан,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.9,21,89274109090,,,,,,,,,,,,,,,,54.849066,53.079904,https://2gis.com/firm/70000001046388993
Sушка,суши-бар,Суши-бары; Кафе,"улица Тукая, 34",1 этаж,,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,2.0,8,89270448000,,,,,,,,,,,,,,,,54.596664,52.450921,https://2gis.com/firm/70000001039171141
Араз,кафе,Кафе; Доставка готовых блюд,"улица Мусы Джалиля, 5",,,,,Бугульма,Бугульминский район,Республика Татарстан,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+03:00,3.6,9,89196964747,88559442442,88559464747,,,,,https://vk.com/club136684864,,,,,,,,,54.538055,52.798695,https://2gis.com/firm/70000001037864449
Ташкент,кафе,Кафе,"улица Ахмадиева, 8/5",,,,,,Сармановский район,Республика Татарстан,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,4.0,1,89674676758,89173969500,89656066213,,,,,https://vk.com/kafe1tashkent,https://wa.me/79674676758,https://wa.me/79173969500,https://wa.me/79656066213,,,https://t.me/kasim66213,,,55.020402,52.736953,https://2gis.com/firm/70000001061704097
Лесной Арбакеш,кафе,Кафе,,,,,,,Заинский район,Республика Татарстан,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,1.0,1,89534875070,,,,,,,,https://wa.me/79534875070,,,,,,,,55.033977,51.875877,https://2gis.com/firm/70000001053347205
Алые паруса,кафе,Кулинарии; Быстрое питание,"проспект Шашина, 17а",,423250,,,Лениногорск,Лениногорский район,Республика Татарстан,Россия,Пн: 07:30-20:00; Вт: 07:30-20:00; Ср: 07:30-20:00; Чт: 07:30-20:00; Пт: 07:30-20:00; Сб: 08:00-19:00; Вс: 08:00-19:00,+03:00,5.0,1,,,,,,,,,,,,,,,,,54.60265,52.442852,https://2gis.com/firm/70000001039169131
