Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL
Пышка кот,кафе,Пекарни; Кафе,"Екатерининский проспект, 2 лит А",,195067,Полюстрово,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-20:00,+03:00,3.4,15,89216377333,,,,,,,,,https://vk.com/club198468212,https://wa.me/79216377333,,,,,,,,59.977424,30.436513,https://2gis.com/firm/70000001051278123
Хочу Хачапури,кафе грузинской кухни,Кафе; Банкетные залы,"улица 9-я Советская, 9/30",1 этаж,191036,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.3,48,89817056772,,,,,,,,,,,,,,,,,,59.938003,30.372959,https://2gis.com/firm/70000001037377005
Beer House,сеть баров,Бары; Доставка готовых блюд; Рестораны; Кафе,"бульвар Менделеева, 11 к2",1 этаж,188677,Западный м-н,,Мурино,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 12:00-06:00; Вт: 12:00-06:00; Ср: 12:00-06:00; Чт: 12:00-06:00; Пт: 12:00-06:00; Сб: 12:00-06:00; Вс: 12:00-06:00,+03:00,4.3,118,88125012164,,,info@beerhousebar.ru,,http://beerhousebar.ru/?utm_source=2gis,,,,https://vk.com/beerhousebar,,,,,,,,,60.052416,30.427781,https://2gis.com/firm/70000001043778473
Спецбуфет №1,кафе,Кафе,"Кронверкский проспект, 53",1 этаж,197198,Введенский,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-22:00; Сб: 11:00-22:00; Вс: 11:00-22:00,+03:00,3.6,31,89219650647,89291270808,,,,,,,,,https://wa.me/79291270808,,,,,,,,59.955303,30.308034,https://2gis.com/firm/70000001007424900
Подкова,кафе,Кафе; Доставка готовых блюд; Организация и проведение праздников; Кейтеринг,"улица Звенигородская, 22",цокольный этаж,191119,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-19:00; Вт: 09:00-19:00; Ср: 09:00-19:00; Чт: 09:00-19:00; Пт: 09:00-19:00,+03:00,4.0,13,88129519294,88129510192,,,,http://www.olius.spb.ru,,,,https://vk.com/oliusbanket,,,,,,https://t.me/kafe_podkova,,,59.918677,30.341178,https://2gis.com/firm/5348552838562056
Чито Гврито,кафе грузинской кухни,Кафе; Доставка готовых блюд,"Ленина, 45",1 этаж,197136,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,3.6,45,89112960571,,,,,,,,,https://vk.com/club28313329,,,,,,,,,59.965119,30.297151,https://2gis.com/firm/5348553839130676
Сегодня вечером,бар,Бары; Кафе,"Есенина, 1 к1",1 этаж,194354,Светлановское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 15:00-01:00; Вт: 15:00-01:00; Ср: 15:00-01:00; Чт: 15:00-01:00; Пт: 15:00-02:00; Сб: 15:00-02:00; Вс: 15:00-01:00,+03:00,5.0,7,89952332811,,,,,,,,,https://vk.com/today_bar,https://wa.me/79110152196,,,,,https://t.me/today_bar,,,60.029781,30.331361,https://2gis.com/firm/70000001055851490
DGS,кафе тайской кухни,Кафе; Доставка готовых блюд,"улица Декабристов, 13",1 этаж,190068,Адмиралтейский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 13:00-23:30; Вт: 13:00-23:30; Ср: 13:00-23:30; Чт: 13:00-23:30; Пт: 13:00-23:30; Сб: 13:00-23:30; Вс: 13:00-23:30,+03:00,4.2,20,89643287778,,,,,,,,,https://vk.com/public214754047,https://wa.me/79643287778,,,,,,,,59.928339,30.303458,https://2gis.com/firm/70000001063338543
Буше,пекарня-кондитерская,Кондитерские изделия; Пекарни; Доставка готовых блюд; Кофейни,"Московский проспект, 139 к1",1 этаж; бизнес-центр Fort Tower,196105,Московская застава,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.2,49,88126405151 (единая справочная: пн-чт 9:00-18:00; пт 9:00-17:00),,,,,http://bushe.ru,http://shop.bushe.ru,,,https://vk.com/bushe.bakery,,,,,,https://t.me/bushe_delivery_bot,,,59.879727,30.319212,https://2gis.com/firm/70000001025846724
Штолле,кафе-пироговая,Доставка готовых блюд; Кафе,"улица Савушкина, 3",1 этаж,197183,Ланское,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,3.7,18,88124929692,,,,,http://www.stolle.ru,,,,https://vk.com/stollerussia,,,,,,,,,59.986693,30.299586,https://2gis.com/firm/70000001006915695
Plow,кафе,Кафе; Доставка готовых блюд,"улица Ленсовета, 103",1 этаж,196158,Звездное,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-24:00; Вт: 10:00-24:00; Ср: 10:00-24:00; Чт: 10:00-24:00; Пт: 10:00-24:00; Сб: 10:00-24:00; Вс: 10:00-24:00,+03:00,4.1,17,89045134448,,,,,,,,,,,,,,,,,,59.831748,30.349388,https://2gis.com/firm/70000001063939116
Лаундж-бар,,Бары; Кафе,"улица Кораблестроителей, 14",1 этаж,199226,Морской,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,1.0,2,88123292459,88123292626 (доп.2745),,,,,,,,https://vk.com/club46486462,,,,,,,,,59.938928,30.214907,https://2gis.com/firm/5348552838483790
Теремок,ресторан домашней кухни,Быстрое питание; Доставка готовых блюд; Кафе,"улица Савушкина, 119 к3 лит А",1 этаж,197374,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,3.3,10,88122446600 (единая справочная: пн-пт 10:00-19:00),88123632332 (единая справочная: пн-пт 10:00-19:00),,,,http://teremok.ru,,,https://twitter.com/teremok_ru,https://vk.com/teremok,,,,,,https://t.me/teremok_ru,,,59.988893,30.227042,https://2gis.com/firm/70000001007349230
"Окибат, кафе",,Кафе; Доставка готовых блюд,"Пугачёва, 9",1 этаж,195027,Большая Охта,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-02:00; Вт: 10:00-02:00; Ср: 10:00-02:00; Чт: 10:00-02:00; Пт: 10:00-02:00; Сб: 10:00-02:00; Вс: 10:00-02:00,+03:00,3.0,1,89500229702,,,,,,,,,,https://wa.me/79500229702,,,,,,,,59.951532,30.418086,https://2gis.com/firm/70000001077351010
Бейрут,кафе,Быстрое питание,"улица Декабристов, 46",1 этаж,190121,Коломна,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.1,68,89650068881,,,,,,,,,,https://wa.me/79650068881,,,,,,,,59.924797,30.289155,https://2gis.com/firm/70000001044054540
Брынза,чебуречная,Доставка готовых блюд; Кафе,"проспект Энгельса, 154 лит А",3 этаж,194358,Шувалово-Озерки,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:30-22:30; Вт: 10:30-22:30; Ср: 10:30-22:30; Чт: 10:30-22:30; Пт: 10:30-22:30; Сб: 10:30-22:30; Вс: 10:30-22:30 (по предварительной записи),+03:00,2.8,40,88126556256,88126556666 (служба доставки: пн-вс 9:00-1:00),,,,http://www.cafebrynza.ru,,,,https://vk.com/cafebrynza,,,,,,,,,60.058269,30.335175,https://2gis.com/firm/70000001026538958
Амбар,кафе,Кафе,"Киевская, 9",1 этаж,196084,Московская застава,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-17:00; Вт: 09:00-17:00; Ср: 09:00-17:00; Чт: 09:00-17:00; Пт: 09:00-17:00,+03:00,5.0,2,,,,,,,,,,,,,,,,,,,59.903897,30.335523,https://2gis.com/firm/70000001032915108
Yagoda,кофейня,Кофейни; Продажа кофе; Кондитерские изделия; Доставка готовых блюд,"Кронверкский проспект, 65/37",1 этаж,197198,Введенский,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-23:00; Сб: 09:00-23:00; Вс: 09:00-22:00,+03:00,4.6,112,89119320736,,,,,http://yagoda.coffee,,,,https://vk.com/yagoda_coffee,,,,,,,,,59.953844,30.306408,https://2gis.com/firm/70000001022269478
Thilemans,кафе,Кафе; Доставка готовых блюд; Кофейни,"Октябрьская набережная, 34 к2 ст1",1 этаж,193091,Невский,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,4.2,17,89118171737,,,,,,,,,,https://wa.me/79118171737,,,,,,,,59.904492,30.43891,https://2gis.com/firm/70000001056616989
Булочные Ф. Вольчека,пекарня,Кондитерские изделия; Пекарни; Кафе-кондитерские; Продажа кофе,"Лермонтовский проспект, 55",1 этаж,190103,Екатерингофский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.9,43,88124072631 (единый номер: пн-пт 9:00-18:00),,,,,http://fvolchek.ru,,,,https://vk.com/f.volchek,,,,,,https://t.me/mariya_fvolchek,,,59.910664,30.297462,https://2gis.com/firm/70000001026987317
#хачапуритут,кафе грузинской кухни,Кафе; Доставка готовых блюд,"Комендантский проспект, 66 к1",1 этаж,197373,Коломяги,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,3.2,70,89697274074,88124382043,,,,,,,,https://vk.com/hachapuritut,https://wa.me/79697274074,,,,,,,,60.041059,30.219147,https://2gis.com/firm/70000001044547741
Заходи Генацвале,кафе,Кафе,"улица Большая Пороховская, 10",1 этаж,195027,Большая Охта,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.3,17,89818978834,,,,,,,,,,,,,,,,,,59.9538,30.412975,https://2gis.com/firm/5348553838906053
Самарканд,чайхана,Кафе,"Ольминского, 14а",,192029,Невская застава,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,4.3,4,89216501606,,,,,,,,,,,,,,,,,,59.897949,30.421235,https://2gis.com/firm/70000001045690566
На Парах,кафе здорового питания,Кафе; Доставка готовых блюд,"Мурманское шоссе 12 км, 1",1 этаж,188693,,,Кудрово,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.6,306,88126400506 (единая справочная: круглосуточно),,,,,http://naparah.ru,http://заказ.напарах.рф,http://напарах.рф,,https://vk.com/naparah,,,,,,https://t.me/naparahrest,,,59.893479,30.516131,https://2gis.com/firm/70000001034697849
Коржов,пекарня-кондитерская,Кафе-кондитерские; Пекарни; Кондитерские изделия; Кофейни,"улица Салова, 61",1 этаж,192102,Волковское,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,3.5,60,89910290242,,,,,http://korjov.com,,,,https://vk.com/korjov_bakeries,,,,,,,,,59.884683,30.367345,https://2gis.com/firm/70000001043881503
Чайханчик,кафе,Кафе; Доставка готовых блюд,"Воронинский проезд, 26",1 этаж,191023,Муниципальный округ №78,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,5.0,3,89262082139,,,,,,,,,,,,,,,,,,59.928967,30.327329,https://2gis.com/firm/70000001071286344
Влаваше,кафе быстрого обслуживания,Кафе; Быстрое питание,"проспект Науки, 23 к2 ст1",,195220,Гражданка,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,4.0,1,89995240923,,,,,http://vlavashe.ru,,,,https://vk.com/vsevlavashe,,,,,,,,,60.011453,30.403229,https://2gis.com/firm/70000001077231230
