Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,Telegram 3,YouTube,Широта,Долгота,2GIS URL
Harley drink bar,,Бары; Рестораны,"Пискарёвский проспект, 144 лит АК",,195273,Полюстрово,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-01:00; Сб: 12:00-01:00; Вс: 12:00-22:00,+03:00,4.6,10,89111191110,,,,,http://hd-rest.ru,,,,https://vk.com/harley_drink,https://wa.me/79111191110,,,,,https://t.me/harleydrinkbar,,,,60.009479,30.451172,https://2gis.com/firm/70000001062545822
Le menu,ресторан средиземноморской кухни,Рестораны; Доставка готовых блюд,"проспект Добролюбова, 1",1 этаж,197198,Введенский,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.4,163,89219335229,89217674119,,,,http://lemenu-spb.ru/,,,,https://vk.com/lemenu_rest,https://wa.me/79217674119,,,,,,,,,59.949897,30.306417,https://2gis.com/firm/5348552840001463
Чай,ресторан,Доставка готовых блюд; Кафе; Рестораны,"Богатырский проспект, 25 к1",,197372,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:30-23:00; Вт: 11:30-23:00; Ср: 11:30-23:00; Чт: 11:30-23:00; Пт: 11:30-23:00; Сб: 11:30-23:00; Вс: 11:30-23:00,+03:00,5.0,5,88124164707,89669304044,,,,,,,,https://vk.com/restoranchai,,,,,,,,,,60.002154,30.252211,https://2gis.com/firm/70000001077254935
Bab Jib,ресторан южнокорейской кухни,Рестораны; Доставка готовых блюд,"улица Куйбышева, 7",1 этаж,197046,Посадский,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00 (кухня: пн-вс 11:00-22:00),+03:00,4.1,99,89111026492,,,saligo2017@yandex.ru,,http://babjib.see.ru,,,,https://vk.com/babjib,https://wa.me/79111026492,,,,,,,,,59.954991,30.32786,https://2gis.com/firm/5348553838894214
Поднебесная,пентхаус,Рестораны; Бары,"улица Уточкина, 7",17 этаж; домофон 131,197349,Озеро Долгое,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-03:00; Вт: 12:00-03:00; Ср: 12:00-03:00; Чт: 12:00-03:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-03:00,+03:00,4.3,79,88123098977,,,,,http://skyspace.spb.ru,,,,https://vk.com/spbskyspace,https://wa.me/79218578386,,,,,https://t.me/skyspacehookah,,,,60.01241,30.26475,https://2gis.com/firm/70000001028461156
La presse,ресторан,Рестораны; Банкетные залы,"Невский проспект, 69",2 этаж; бизнес-отель Невский Форум,191025,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,4.8,12,88125710061,,,,,http://lapresse.ru,,,,https://vk.com/lapresse_spb,,,,,,,,,,59.931678,30.354447,https://2gis.com/firm/5348552838498431
Шампанерия,ресторан,Рестораны,"Дибуновская, 18",1 этаж,197183,Ланское,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.7,13,88129091811,,,,,,,,,https://vk.com/shampaneria,,,,,,,,,,59.985596,30.277603,https://2gis.com/firm/70000001028136005
Beef bar vosem,панорамный ресторан,Рестораны; Бары; Доставка готовых блюд,"площадь Александра Невского, 2",8 этаж,191317,Смольнинское,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,3.4,18,88122740014,,,,,http://barVosem.hotel-moscow.ru,,,,https://vk.com/beefvosem,,,,,,,,,,59.924465,30.386402,https://2gis.com/firm/70000001006708142
Kиdo,суши-бар,Суши-бары; Доставка готовых блюд; Рестораны,"Барочная, 1",1 этаж,197110,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.3,21,89313006001,,,,,http://spb.kido.ru,,,,https://vk.com/kido,,,,,,https://t.me/kido_sushibar,,,,59.964536,30.286071,https://2gis.com/firm/70000001032269326
Гриль#factory,ресторан итальянской и европейской кухни,Рестораны,"Адмирала Трибуца, 6 к1",2 этаж,198322,Южно-Приморский,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-03:00; Сб: 11:00-03:00; Вс: 11:00-23:00,+03:00,3.3,177,89119206348,,,,,http://grill-factory.ru,,,,https://vk.com/grillfactory,,,,,,,,,,59.854248,30.147933,https://2gis.com/firm/70000001033283215
Beer House,сеть баров,Бары; Доставка готовых блюд; Рестораны; Кафе,"Коломяжский проспект, 15 к2",цокольный этаж,197348,Комендантский аэродром,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-06:00; Вт: 12:00-06:00; Ср: 12:00-06:00; Чт: 12:00-06:00; Пт: 12:00-06:00; Сб: 12:00-06:00; Вс: 12:00-06:00,+03:00,4.7,92,88125012164,,,info@beerhousebar.ru,,http://beerhousebar.ru/?utm_source=2gis,,,,https://vk.com/beerhousebar,,,,,,,,,,60.001239,30.299327,https://2gis.com/firm/5348552839807636
Rozenshteyn Loft Cafe,ресторан,Банкетные залы; Рестораны,"Розенштейна, 36",1 этаж,198095,Екатерингофский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,5.0,3,89312736209,88129061969,,,,,,,,https://vk.com/rozenshteyn_loft_cafe,https://wa.me/79312736209,,,,,,,,,59.904485,30.287935,https://2gis.com/firm/70000001057891693
Мисо,ресторан,Рестораны; Суши-бары; Доставка готовых блюд; Кафе,"улица Наличная, 15 к1",1 этаж,199106,Гавань,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 13:00-22:30; Вс: 13:00-22:30,+03:00,4.5,83,88123565401,,,restoran_miso@mail.ru,,http://delivery.restik.com/miso,,,,https://vk.com/miso_spb,https://wa.me/79219331441,,,,,,,,,59.932589,30.236484,https://2gis.com/firm/70000001022341351
По бокалам,ресторан,Рестораны,"Клинский проспект, 9",1 этаж,190013,Семёновский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,4.4,30,88123160158,89217455000,,,,,,,,,https://wa.me/79217455000,,,,,https://t.me/+79217455000,,,,59.915865,30.325338,https://2gis.com/firm/70000001025632279
Место Встречи,пивной ресторан,Рестораны; Доставка готовых блюд,"Композиторов, 15 к2",1-2 этаж,194355,Шувалово-Озерки,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-03:00; Сб: 12:00-03:00; Вс: 12:00-23:00,+03:00,3.6,23,88129229567,,,,,http://parkking.ru,,,,https://vk.com/mestorestoran,,,,,,,,,,60.054657,30.315187,https://2gis.com/firm/70000001022111515
Стейк давай,ресторан,Рестораны; Кафе; Бары; Доставка готовых блюд,"Фучика, 2 лит А",1 этаж; кинотеатр Синема стар,192102,Волковское,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.4,162,89291599731,,,,,http://steakdavay.ru,,,,https://vk.com/steakdavai,,,,,,,,,,59.877006,30.360118,https://2gis.com/firm/70000001031982411
Евразия,рестораны японской и европейской кухни,Суши-бары; Рестораны; Доставка готовых блюд; Бары,"Ленинский проспект, 95 к1",1 этаж,198330,Юго-Запад,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-02:00; Сб: 12:00-02:00; Вс: 12:00-23:00,+03:00,4.5,179,89523851375,,,resto@evrasiaspb.ru,,http://evrasia.spb.ru/?utm_source=pinbox&utm_medium=cpc&utm_campaign=geo,,,,https://vk.com/evrasiaspb,,,,,,https://t.me/evrasiapiter,,,,59.852884,30.215048,https://2gis.com/firm/5348552840032990
Beer House,сеть баров,Бары; Доставка готовых блюд; Рестораны; Кафе,"Гражданский проспект, 36",цокольный этаж,195220,Академическое,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-06:00; Вт: 12:00-06:00; Ср: 12:00-06:00; Чт: 12:00-06:00; Пт: 12:00-06:00; Сб: 12:00-06:00; Вс: 12:00-06:00,+03:00,4.6,79,88125012164,,,info@beerhousebar.ru,,http://beerhousebar.ru/?utm_source=2gis,,,,https://vk.com/beerhousebar,,,,,,,,,,60.011428,30.39459,https://2gis.com/firm/5348552838621572
ПхалиХинкали,ресторан грузинской кухни,Рестораны; Доставка готовых блюд; Банкетные залы,"проспект Ветеранов, 160",1 этаж,198264,Константиновское,Красносельский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-23:00,+03:00,4.6,293,88124096088 (контакт-центр),,,,,http://phali-hinkali.ru,,,,https://vk.com/phalihinkali,,,,,,https://t.me/phalihinkalispb,,,,59.83503,30.145992,https://2gis.com/firm/70000001024984077
Veggieteria,вегетарианский ресторан,Рестораны,"Казанская, 31",1 этаж,190031,Сенной,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,2.8,70,,,,,,,,,,,,,,,,,,,,59.929494,30.313014,https://2gis.com/firm/70000001065984063
Под абажуром,ресторан,Рестораны; Кафе; Доставка готовых блюд,"Кондратьевский проспект, 68 к1",1 этаж; рядом с супермаркетом Верный,195272,Пискарёвка,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-23:00; Сб: 11:00-23:00; Вс: 11:00-22:00,+03:00,4.8,17,89312593963,,,,,,,,,https://vk.com/pod_abazhurom_spb,https://wa.me/79312593963,,,,,https://t.me/+79312593963,,,,59.983361,30.396727,https://2gis.com/firm/70000001068424901
Lee family,корейский ресторан,Рестораны; Доставка готовых блюд,"Социалистическая улица, 21",1 этаж; левое крыло; внутренний двор,191119,Владимирский,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:30; Вт: 12:00-23:30; Ср: 12:00-23:30; Чт: 12:00-23:30; Пт: 12:00-23:30; Сб: 12:00-23:30; Вс: 12:00-23:30,+03:00,4.2,52,89117066191,,,,,http://eda.yandex.ru/restaurant/lee_family_ligovskij_prospekt_74,,,,https://vk.com/leefamily.rest,https://wa.me/79117066191,,,,,,,,,59.920292,30.345326,https://2gis.com/firm/70000001052564528
Easy Wine&Beer,гастробар,Рестораны; Бары,"улица Малая Садовая, 3/54",1 этаж,191023,Дворцовый,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-23:00; Вт: 11:00-23:00; Ср: 11:00-23:00; Чт: 11:00-23:00; Пт: 12:00-24:00; Сб: 12:00-24:00; Вс: 11:00-23:00,+03:00,4.9,15,89313493737,,,,,http://easy-wb.ru,,,,,https://wa.me/79313493737,,,,,,,,,59.934758,30.337421,https://2gis.com/firm/70000001066904344
Del Mar,ресторан,Рестораны; Бары; Доставка готовых блюд; Кафе,"Шлиссельбургский проспект, 7 к2",,192177,Рыбацкое,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-02:00; Вт: 11:00-02:00; Ср: 11:00-02:00; Чт: 11:00-03:00; Пт: 11:00-06:00; Сб: 11:00-06:00; Вс: 11:00-02:00,+03:00,3.2,102,88129286565,,,help@delmar-group.ru,,http://www.delmar-spb.ru,,,,https://vk.com/delmar_official,,,,,,,,,,59.8405,30.49156,https://2gis.com/firm/70000001036935124
Marco Polo,ресторан,Рестораны; Банкетные залы,"12-я линия В.О., 27",,199178,Муниципальный округ №7,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,5.0,1,89632470390,,,,,http://mpolo-spb.com,,,,https://vk.com/marcopolohotelspb,https://wa.me/79632470390,,,,,,,,,59.940191,30.272095,https://2gis.com/firm/70000001080348656
Мацони,ресторан,Рестораны; Доставка готовых блюд,"улица Парашютная, 25 к1",1 этаж,197349,Юнтолово,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 12:00-23:00; Вт: 12:00-23:00; Ср: 12:00-23:00; Чт: 12:00-23:00; Пт: 12:00-23:00; Сб: 12:00-23:00; Вс: 12:00-23:00,+03:00,3.9,36,88129066038,,,,,http://maconi.info,,,,https://vk.com/resto.maconi,https://wa.me/79219066038,,,,,https://t.me/resto_maconi,,,,60.019328,30.270033,https://2gis.com/firm/70000001028350151
