Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Веб-сайт 3,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,Telegram 3,YouTube,Skype,Широта,Долгота,2GIS URL
Магнит,супермаркет,Супермаркеты; Доставка продуктов / хозтоваров,"проспект Ударников, 34",,195279,Пороховые,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,2.3,3,88002009002 (горячая линия: круглосуточно),,,info@magnit.ru,,http://magnit.ru,,,,https://vk.com/magnitretail,,,,,,https://t.me/magnitnews,https://t.me/Magnit_official_Bot,https://t.me/magnit_retail,https://youtube.com/channel/UCoWX1GhHlSJGwKpCEJitsoA,,59.953206,30.475839,https://2gis.com/firm/70000001054791861
Ароматный мир,винный супермаркет,Алкогольные напитки; Супермаркеты,"Ленинградская, 3",1 этаж,188691,,,Кудрово,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,2.8,5,"88123216060 (доп.5071, многоканальный)",,,,,http://amwine.ru,,,https://twitter.com/amwineru,https://vk.com/amwineru,,,,,,https://t.me/amwineru,,,,,59.913376,30.505361,https://2gis.com/firm/70000001007130621
Мир шитья,магазин,Швейное оборудование; Швейная фурнитура; Товары для творчества и рукоделия; Ткани,"проспект Энгельса, 134 к3",1 этаж,194356,Шувалово-Озерки,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-20:00; Вс: 10:00-20:00,+03:00,4.4,18,88126556724,88126556726,,,,http://t.me/mir_shitya,,,,https://vk.com/sew_world,,,,,,,,,https://youtube.com/channel/UClK3KpxI0YtCliBxE5bXQqQ,,60.049678,30.331532,https://2gis.com/firm/70000001030065549
Мне УльтраФиолетово!,магазин,Сумки / Кожгалантерея; Чулочно-носочные изделия; Мужская одежда; Женская одежда; Аниме / косплей товары,"Лиговский проспект, 30а",3 этаж,191040,Лиговка-Ямская,Центральный район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-23:00; Вт: 10:00-23:00; Ср: 10:00-23:00; Чт: 10:00-23:00; Пт: 10:00-23:00; Сб: 10:00-23:00; Вс: 10:00-23:00,+03:00,2.8,4,89215674200 (единая справочная - пн-вс 10:00-22:00),,,,,http://me-uv.ru,,,,https://vk.com/me_ultraviolet,,,,,,,,,,,59.927296,30.361089,https://2gis.com/firm/70000001033878920
Ароматный мир,винный супермаркет,Алкогольные напитки; Супермаркеты,"Плесецкая, 14",1 этаж,197373,Юнтолово,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,1,"88123216060 (доп.5322, многоканальный)",,,,,http://amwine.ru,,,https://twitter.com/amwineru,https://vk.com/amwineru,,,,,,https://t.me/amwineru,,,,,60.035277,30.218347,https://2gis.com/firm/70000001060682335
Eobd,магазин,Специализированное автооборудование; Оборудование для автосервиса; Изготовление ключей,"Дальневосточный проспект, 20 к2",2 этаж,193168,Невский,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:30-19:00; Вт: 09:30-19:00; Ср: 09:30-19:00; Чт: 09:30-19:00; Пт: 09:30-18:00,+03:00,3.9,10,89219805084,,,,,http://eobd.ru,,,,https://vk.com/eobdru,https://wa.me/79219805084,,,viber://chat/?number=79219805084,,,,,,www.eobd.ru,59.905794,30.453902,https://2gis.com/firm/70000001024385631
Бристоль,магазин у дома,Алкогольные напитки; Супермаркеты,"Комендантский проспект, 60 к3",23-Н помещение; 1 этаж,197373,Коломяги,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,,,,,,,,http://bristol.ru,,,,https://vk.com/bristol_retail,,,,,,https://t.me/bristolretail,,,,,60.03387,30.22511,https://2gis.com/firm/70000001056385982
Пятёрочка,супермаркет,Супермаркеты; Доставка продуктов / хозтоваров,"Шевченко, 27",1 этаж,199406,Гавань,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,3.3,6,88005555505 (горячая линия: круглосуточно),88007700400 (горячая линия по подбору персонала: круглосуточно),,info@pyaterochka.ru,vopros@5ka.ru,http://promo.5ka.ru?utm_source=2GIS&utm_medium=Display&utm_campaign=5ka_Promo_oct'23&utm_content=Geocontext&utm_term=RF,,,https://twitter.com/pyaterochka,https://vk.com/club19098821,,,,,,https://t.me/ks5_bot,,,https://youtube.com/channel/UC42Djx5cN5-A9b15lDGgVPw,,59.938197,30.242502,https://2gis.com/firm/70000001007402747
Дикси,супермаркет,Супермаркеты; Доставка продуктов / хозтоваров,"проспект Пятилеток, 9 к1",1 этаж,193318,Правобережный,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-23:00; Вт: 08:00-23:00; Ср: 08:00-23:00; Чт: 08:00-23:00; Пт: 08:00-23:00; Сб: 08:00-23:00; Вс: 08:00-23:00,+03:00,1.8,4,88001011001,,,dixy@dixy.ru,,http://www.dixy.ru,,,,https://vk.com/dixyclub,,,,,,https://t.me/dixy_russia,,,https://youtube.com/user/DixyChannel,,59.923561,30.456769,https://2gis.com/firm/5348552841374982
Красное&Белое,магазин,Алкогольные напитки; Супермаркеты,"Английский проспект, 31",1 этаж,190121,Коломна,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-22:05; Вт: 09:00-22:05; Ср: 09:00-22:05; Чт: 09:00-22:05; Пт: 09:00-22:05; Сб: 09:00-22:05; Вс: 09:00-22:05,+03:00,2.5,2,89227033000,,,,,http://krasnoeibeloe.ru,,,,https://vk.com/krasnoebeloe,https://wa.me/79227033000,,,viber://chat/?number=79227033000,,https://t.me/krasnoeibeloe,,,https://youtube.com/c/Krasnoeibeloe2006,,59.921564,30.286087,https://2gis.com/firm/70000001042397538
Питерский Мясник,магазин,Мясо / Полуфабрикаты; Мясо птицы / Полуфабрикаты,"Полюстровский проспект, 45",6 место; 1 этаж,195197,Финляндский,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 08:00-19:00,+03:00,2.7,3,89052090008,,,,,,,,,,https://wa.me/79052090008,,,,,,,,,,59.969434,30.387962,https://2gis.com/firm/70000001048132459
Пятёрочка,супермаркет,Супермаркеты; Доставка продуктов / хозтоваров,"проспект Художников, 15 к1",1 этаж,194295,Сосновское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-23:00; Вт: 08:30-23:00; Ср: 08:30-23:00; Чт: 08:30-23:00; Пт: 08:30-23:00; Сб: 08:30-23:00; Вс: 08:30-23:00,+03:00,3.1,8,88005555505 (горячая линия: круглосуточно),88007700400 (горячая линия по подбору персонала: круглосуточно),,info@pyaterochka.ru,vopros@5ka.ru,http://promo.5ka.ru?utm_source=2GIS&utm_medium=Display&utm_campaign=5ka_Promo_oct'23&utm_content=Geocontext&utm_term=RF,,,https://twitter.com/pyaterochka,https://vk.com/club19098821,,,,,,https://t.me/ks5_bot,,,https://youtube.com/channel/UC42Djx5cN5-A9b15lDGgVPw,,60.037329,30.345862,https://2gis.com/firm/70000001038372498
Магнит,супермаркет,Супермаркеты,"Крыленко, 1 к1 ст2",1 этаж,193230,Народный,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-22:30; Вт: 08:30-22:30; Ср: 08:30-22:30; Чт: 08:30-22:30; Пт: 08:30-22:30; Сб: 08:30-22:30; Вс: 08:30-22:30,+03:00,3.1,10,88002009002 (горячая линия: круглосуточно),,,info@magnit.ru,,http://magnit.ru,,,,https://vk.com/magnitretail,,,,,,https://t.me/magnitnews,https://t.me/Magnit_official_Bot,https://t.me/magnit_retail,https://youtube.com/channel/UCoWX1GhHlSJGwKpCEJitsoA,,59.89302,30.451554,https://2gis.com/firm/70000001049134128
ВкусВилл,магазин с доставкой полезных продуктов,Супермаркеты,"Дунайский проспект, 14 к1 лит А",,196158,Звездное,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.0,1,89313419105,84956638602 (горячая линия: пн-вс 9:00-21:00),,info@izbenka.msk.ru,,http://spb.vkusvill.ru/?utm_campaign=2gis_maps&utm_content=glavnaya&utm_medium=spravochnik&utm_source=2gis,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://youtube.com/channel/UC8f84TEqxTcS6LGv9Lbi8uw,,59.832171,30.33322,https://2gis.com/firm/70000001078773577
Магнит,супермаркет,Супермаркеты,"Ленинский проспект, 129 к6",1 этаж,198216,Княжево,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:30; Вт: 08:00-22:30; Ср: 08:00-22:30; Чт: 08:00-22:30; Пт: 08:00-22:30; Сб: 08:00-22:30; Вс: 08:00-22:30,+03:00,3.9,4,88002009002 (горячая линия: круглосуточно),,,info@magnit.ru,,http://magnit.ru,,,,https://vk.com/magnitretail,,,,,,https://t.me/magnitnews,https://t.me/Magnit_official_Bot,https://t.me/magnit_retail,https://youtube.com/channel/UCoWX1GhHlSJGwKpCEJitsoA,,59.851466,30.271955,https://2gis.com/firm/70000001043227555
Дикси,супермаркет,Супермаркеты; Доставка продуктов / хозтоваров,"Пискарёвский проспект, 52",1 этаж,195067,Пискарёвка,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-22:00; Вт: 09:00-22:00; Ср: 09:00-22:00; Чт: 09:00-22:00; Пт: 09:00-22:00; Сб: 09:00-22:00; Вс: 09:00-22:00,+03:00,1.3,6,88001011001,,,dixy@dixy.ru,,http://www.dixy.ru,,,,https://vk.com/dixyclub,,,,,,https://t.me/dixy_russia,,,https://youtube.com/user/DixyChannel,,59.991159,30.429008,https://2gis.com/firm/5348553838866504
Мини-маркет,,Супермаркеты,"улица Савушкина, 127",1 этаж,197374,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 00:00-24:00; Вт: 00:00-24:00; Ср: 00:00-24:00; Чт: 00:00-24:00; Пт: 00:00-24:00; Сб: 00:00-24:00; Вс: 00:00-24:00,+03:00,,,89116203633,,,,,,,,,https://vk.com/club219429135,https://wa.me/79116203633,,,viber://chat/?number=79116203633,,https://t.me/+79116203633,,,,,59.987394,30.218115,https://2gis.com/firm/70000001069109269
Красное&Белое,магазин,Алкогольные напитки; Супермаркеты,"Ланское шоссе, 69",1 этаж,197343,Ланское,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-22:05; Вт: 09:00-22:05; Ср: 09:00-22:05; Чт: 09:00-22:05; Пт: 09:00-22:05; Сб: 09:00-22:05; Вс: 09:00-22:05,+03:00,2.0,6,89227033000,,,,,http://krasnoeibeloe.ru,,,,https://vk.com/krasnoebeloe,https://wa.me/79227033000,,,viber://chat/?number=79227033000,,https://t.me/krasnoeibeloe,,,https://youtube.com/c/Krasnoeibeloe2006,,59.995868,30.321884,https://2gis.com/firm/70000001034159164
Ароматный мир,винный супермаркет,Алкогольные напитки; Супермаркеты,"Малый проспект В.О., 11",1 этаж,199178,Васильевский,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,5.0,1,"88123216060 (доп.5110, многоканальный)",,,,,http://amwine.ru,,,https://twitter.com/amwineru,https://vk.com/amwineru,,,,,,https://t.me/amwineru,,,,,59.947965,30.276979,https://2gis.com/firm/70000001018046335
Магия пряжи,магазин,Пряжа; Товары для творчества и рукоделия; Швейная фурнитура,"Коломяжский проспект, 15 к2",цокольный этаж,197348,Комендантский аэродром,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-20:00; Вт: 10:00-20:00; Ср: 10:00-20:00; Чт: 10:00-20:00; Пт: 10:00-20:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+03:00,5.0,1,89119212107,88123863069,,,,http://mpyarn.ru,,,,https://vk.com/magiap,https://wa.me/79119212107,,,,,https://t.me/mpyarn,,,,,60.001108,30.300622,https://2gis.com/firm/70000001061854879
Магнит,супермаркет,Супермаркеты,"улица Верности, 9",1 этаж,195220,Гражданка,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:30-22:00; Вт: 08:30-22:00; Ср: 08:30-22:00; Чт: 08:30-22:00; Пт: 08:30-22:00; Сб: 08:30-22:00; Вс: 08:30-22:00,+03:00,3.3,8,88002009002 (горячая линия: круглосуточно),,,info@magnit.ru,,http://magnit.ru,,,,https://vk.com/magnitretail,,,,,,https://t.me/magnitnews,https://t.me/Magnit_official_Bot,https://t.me/magnit_retail,https://youtube.com/channel/UCoWX1GhHlSJGwKpCEJitsoA,,60.007768,30.398937,https://2gis.com/firm/70000001034606798
Семишагофф,супермаркет,Супермаркеты,"проспект Культуры, 29 к1",1 этаж,195276,Северный,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:00-23:00; Вт: 09:00-23:00; Ср: 09:00-23:00; Чт: 09:00-23:00; Пт: 09:00-23:00; Сб: 09:00-23:00; Вс: 09:00-23:00,+03:00,1.5,2,88126485000 (горячая линия: пн-вс 9:00-21:00),,,,,http://semishagoff.org,,,,https://vk.com/7shagoff,,,,,,https://t.me/semishagoff_7,,,,,60.048985,30.379951,https://2gis.com/firm/70000001063054274
ВкусВилл,магазин с доставкой полезных продуктов,Супермаркеты,"Коломяжский проспект, 9 к2 ст1",1 этаж,197348,Комендантский аэродром,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,,,89295638332,84956638602 (горячая линия: пн-вс 9:00-21:00),,info@izbenka.msk.ru,,http://spb.vkusvill.ru/?utm_campaign=2gis_maps&utm_content=glavnaya&utm_medium=spravochnik&utm_source=2gis,,,,https://vk.com/vkusvill_ru,,,,,,,,,https://youtube.com/channel/UC8f84TEqxTcS6LGv9Lbi8uw,,59.997319,30.303784,https://2gis.com/firm/70000001078725226
