Наименование,Описание,Рубрики,Адрес,Комментарий к адресу,Почтовый индекс,Микрорайон,Район,Город,Округ,Регион,Страна,Часы работы,Часовой пояс,Рейтинг,Количество отзывов,Телефон 1,Телефон 2,Телефон 3,E-mail 1,E-mail 2,Веб-сайт 1,Веб-сайт 2,Twitter,ВКонтакте,WhatsApp 1,WhatsApp 2,WhatsApp 3,Viber 1,Viber 2,Telegram 1,Telegram 2,YouTube,Широта,Долгота,2GIS URL
Азбука вкуса,кафе,Кофейни; Кафе-кондитерские,"улица Нахимова, 5",1 этаж,199397,Морской,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,1.0,1,88007003487 (бесплатная единая справочная: пн-вс 9:00-21:00),,,,,http://av.ru/?utm_campaign=SPB&utm_medium=map&utm_source=2gis,,https://twitter.com/azbukavkusa,https://vk.com/azbukavkusa,,,,,,https://t.me/azbukavkusa,,https://youtube.com/user/azbukav,59.941963,30.225635,https://2gis.com/firm/70000001070541048
Пол-лимона,кофейня,Кофейни,"Перекопская, 7",1 этаж,190020,Екатерингофский,Адмиралтейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.9,21,89523869421,,,,,,,,https://vk.com/pollimonaspb,https://wa.me/79523869421,,,,,,,,59.902281,30.270447,https://2gis.com/firm/70000001060456689
Фильтр,кофейня,Кофейни,"Ленинградская, 9/8",1 этаж,188691,,,Кудрово,Всеволожский муниципальный район,Ленинградская область,Россия,Пн: 09:00-21:00; Вт: 09:00-21:00; Ср: 09:00-21:00; Чт: 09:00-21:00; Пт: 09:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,4.3,29,,,,,,,,,,,,,,,,,,59.915312,30.519826,https://2gis.com/firm/70000001029745778
Буше,пекарня-кондитерская,Кондитерские изделия; Пекарни; Доставка готовых блюд; Кофейни,"Московский проспект, 139 к1",1 этаж; бизнес-центр Fort Tower,196105,Московская застава,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.2,49,88126405151 (единая справочная: пн-чт 9:00-18:00; пт 9:00-17:00),,,,,http://bushe.ru,http://shop.bushe.ru,,https://vk.com/bushe.bakery,,,,,,https://t.me/bushe_delivery_bot,,,59.879727,30.319212,https://2gis.com/firm/70000001025846724
Культура,арт-кофейня,Кофейни,"Гатчинская, 26",1 этаж,197136,Петровский,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-19:00; Вт: 11:00-19:00; Ср: 11:00-19:00; Чт: 11:00-19:00; Пт: 11:00-19:00; Сб: 11:00-19:00; Вс: 11:00-19:00,+03:00,,,89052779587,,,,,,,,,https://wa.me/79052779587,,,,,,,,59.963368,30.295858,https://2gis.com/firm/70000001080204997
Цех85,пекарня-кондитерская,Пекарни; Кафе-кондитерские; Кондитерские изделия; Кофейни; Доставка готовых блюд,"Торфяная дорога, 15 к1",1 этаж,197374,Озеро Долгое,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.9,16,88005008985 (единый номер: пн-вс 8:00-22:00),,,info@tseh85.ru,,http://tseh85.ru,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,59.993944,30.256254,https://2gis.com/firm/70000001063766059
Dnk coffee,кофейня,Кофейни,"набережная Обводного канала, 74 лит Ц",1 этаж; Планетарий №1,196084,Московская застава,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.0,1,89218650204,,,,,,,,,https://wa.me/79218650204,,,,,,,,59.911478,30.330779,https://2gis.com/firm/70000001056064516
Цех85,пекарня-кондитерская,Пекарни; Кофейни; Кондитерские изделия; Доставка готовых блюд; Кафе-кондитерские,"улица Савушкина, 143 к1",1 этаж,197374,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,2.6,30,88005008985 (единый номер: пн-вс 8:00-22:00),,,info@tseh85.ru,,http://tseh85.ru,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,59.989486,30.201659,https://2gis.com/firm/70000001057898520
Etlon coffee,сеть кофе-баров,Кофейни,"улица Кантемировская, 27Б",,194100,Сампсониевское,Выборгский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,4.4,8,89992367777 (единая справочная: пн-вс 10:00-22:00),,,admin@etloncoffee.ru,,http://etlon.ru,,,https://vk.com/etloncoffee,https://wa.me/79992367777,,,viber://chat/?number=79992367777,,https://t.me/etloncoffee,,https://youtube.com/channel/UC3jxN8ac9WTKn6pY6oXF0FQ,59.985277,30.346071,https://2gis.com/firm/70000001062769008
Все дома,булочная,Пекарни; Кофейни; Кондитерские изделия,"улица Двинская, 6",1 этаж,198035,Морские ворота,Кировский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:30-22:00; Вт: 07:30-22:00; Ср: 07:30-22:00; Чт: 07:30-22:00; Пт: 07:30-22:00; Сб: 07:30-22:00; Вс: 07:30-22:00,+03:00,3.6,8,88123250504 (единый номер),,,,,http://vsedoma-family.ru,,,https://vk.com/vsedoma.family,https://wa.me/79216553409,,,,,https://t.me/+79216553409,,,59.908941,30.253178,https://2gis.com/firm/70000001066729049
Lavanda eclair,кофейня-кондитерская,Кофейни; Кафе-кондитерские; Кондитерские изделия,"Коломяжский проспект, 17 к1",4 этаж,197341,Комендантский аэродром,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.1,11,89219638524,,,,,http://lavandaeclair.ru,,,,,,,,,,,,60.005217,30.301212,https://2gis.com/firm/70000001038199221
Мока,пекарня,Пекарни; Кофейни; Кондитерские изделия,"Пискарёвский проспект, 25 к2 ст1",1 этаж,195176,Полюстрово,Красногвардейский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 08:00-21:00; Вс: 08:00-21:00,+03:00,4.7,11,89214399000,,,,,,,,,https://wa.me/79214399900,,,,,,,,59.969828,30.415893,https://2gis.com/firm/70000001067005881
Double bubble tea,кафе,Кофейни; Доставка готовых блюд,"улица Бухарестская, 30",3 этаж,192102,Волковское,Фрунзенский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,4.9,39,89322650030,,,doublebubble.spb@yandex.ru,,http://dbtea.ru,,,https://vk.com/doublebubbletea,https://wa.me/79322650030,,,,,,,,59.882837,30.37042,https://2gis.com/firm/70000001075812705
Nova,кофейня,Кофейни,"Газовая, 10 лит З",1 этаж,197136,Чкаловское,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 09:30-22:00; Вт: 09:30-22:00; Ср: 09:30-22:00; Чт: 09:30-22:00; Пт: 09:30-22:00; Сб: 09:30-22:00; Вс: 09:30-22:00,+03:00,4.6,5,,,,,,,,,,,,,,,,,,59.967996,30.293899,https://2gis.com/firm/70000001048097799
КофеБон,сеть кофеен,Кофейни; Доставка готовых блюд; Продажа кофе; Точки кофе; Кондитерские изделия; Продажа чая,"Карельский переулок, 3Б",1 этаж,197183,Ланское,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 09:00-21:00,+03:00,5.0,57,88123099510 (единый номер: пн-пт 10:00-20:00),,,marketing@coffeebon.ru,,http://coffeebon.ru,,,https://vk.com/coffee_bon,,,,,,https://t.me/coffe_bon,,,59.98691,30.295342,https://2gis.com/firm/70000001026649925
Stars coffee,кофейня,Кофейни,"Приморский проспект, 72",1 этаж,197374,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.5,14,,,,,,http://stars-coffee.ru,,,https://vk.com/starscoffee_official,,,,,,,,,59.981604,30.210285,https://2gis.com/firm/70000001055104099
love you so Matcha,матча-бар,Доставка готовых блюд; Кофейни; Пекарни; Кондитерские изделия,"Решетникова, 12",1 этаж,196105,Московская застава,Московский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 11:00-22:00; Вт: 11:00-22:00; Ср: 11:00-22:00; Чт: 11:00-22:00; Пт: 11:00-23:00; Сб: 11:00-23:00; Вс: 11:00-22:00,+03:00,4.4,9,89310095070,,,,,http://loveyousomatcha.ru,,,https://vk.com/matchaloveyouso,,,,,,https://t.me/matchaloveyouso,,,59.879114,30.323298,https://2gis.com/firm/70000001064052203
Вкусно — и точка,кафе,Кофейни,"Гражданский проспект, 41 лит А",1 этаж,195220,Гражданка,Калининский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:30; Вт: 07:00-23:30; Ср: 07:00-23:30; Чт: 07:00-23:30; Пт: 07:00-23:30; Сб: 07:00-23:30; Вс: 07:00-23:30,+03:00,4.3,6,,,,,,http://vkusnoitochka.ru,,,https://vk.com/vkusno_itochka,,,,,,https://t.me/vit_russia,,,60.010902,30.397032,https://2gis.com/firm/70000001034001422
Etlon coffee,сеть кофе-баров,Кофейни,"Белоостровская, 10 к1 ст1",1 этаж,197342,Ланское,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-21:00; Вт: 08:00-21:00; Ср: 08:00-21:00; Чт: 08:00-21:00; Пт: 08:00-21:00; Сб: 09:00-21:00; Вс: 09:00-21:00,+03:00,5.0,8,89992367777 (единая справочная: пн-вс 10:00-22:00),,,admin@etloncoffee.ru,,http://etlon.ru,,,https://vk.com/etloncoffee,https://wa.me/79992367777,,,viber://chat/?number=79992367777,,https://t.me/etloncoffee,,https://youtube.com/channel/UC3jxN8ac9WTKn6pY6oXF0FQ,59.985177,30.325829,https://2gis.com/firm/70000001063014690
Cinnabon,кофейня-пекарня,Кофейни; Пекарни; Кафе-кондитерские,"улица Савушкина, 141",3 этаж,197374,Муниципальный округ №65,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-22:00; Вт: 10:00-22:00; Ср: 10:00-22:00; Чт: 10:00-22:00; Пт: 10:00-22:00; Сб: 10:00-22:00; Вс: 10:00-22:00,+03:00,3.0,13,88126403990,,,,,http://cinnabonrussia.com,,,https://vk.com/cinnabon_rus,,,,,,,,https://youtube.com/user/cinnaboninc,59.991059,30.206125,https://2gis.com/firm/70000001066146843
Цех85,пекарня-кондитерская,Кондитерские изделия; Пекарни; Кафе-кондитерские; Кофейни; Доставка готовых блюд,"Крыленко, 1 к1 ст2",1 этаж,193230,Народный,Невский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,3.6,18,88005008985 (единый номер: пн-вс 8:00-22:00),,,info@tseh85.ru,,http://tseh85.ru,,,https://vk.com/tseh85,,,,,,https://t.me/tseh85bakery,,,59.89302,30.451554,https://2gis.com/firm/70000001053008326
КофеБон,сеть кофеен,Кофейни; Продажа кофе; Кондитерские изделия; Продажа чая,,1 этаж,197374,Озеро Долгое,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-20:00; Вт: 08:00-20:00; Ср: 08:00-20:00; Чт: 08:00-20:00; Пт: 08:00-20:00; Сб: 08:00-20:00; Вс: 09:00-21:00,+03:00,4.7,45,88123099510 (единый номер: пн-пт 10:00-20:00),,,marketing@coffeebon.ru,,http://coffeebon.ru,,,https://vk.com/coffee_bon,,,,,,https://t.me/coffe_bon,,,59.990381,30.257468,https://2gis.com/firm/70000001057049503
Гарантия вкуса,,Пекарни; Мороженое; Кофейни,"Малый проспект П.С., 85",1 этаж,197136,Аптекарский остров,Петроградский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 08:00-22:00; Вт: 08:00-22:00; Ср: 08:00-22:00; Чт: 08:00-22:00; Пт: 08:00-22:00; Сб: 08:00-22:00; Вс: 08:00-22:00,+03:00,1.9,8,,,,,,,,,,,,,,,,,,59.966144,30.306525,https://2gis.com/firm/70000001066628836
Шоколадница,кофейня,Кофейни; Доставка готовых блюд; Кафе,"Богатырский проспект, 13",,197227,Озеро Долгое,Приморский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 10:00-21:00; Вт: 10:00-21:00; Ср: 10:00-21:00; Чт: 10:00-21:00; Пт: 10:00-21:00; Сб: 10:00-21:00; Вс: 10:00-21:00,+03:00,3.1,10,89291771407,,,,,http://shoko.ru,http://regions.shoko.ru,,https://vk.com/shokoru,,,,,,,,,60.000021,30.273528,https://2gis.com/firm/5348552838578048
Вкусно — и точка,кафе,Кофейни,"Малый проспект В.О., 88",1 этаж,199406,Гавань,Василеостровский район,Санкт-Петербург,,Санкт-Петербург,Россия,Пн: 07:00-23:00; Вт: 07:00-23:00; Ср: 07:00-23:00; Чт: 07:00-23:00; Пт: 07:00-23:00; Сб: 07:00-23:00; Вс: 07:00-23:00,+03:00,,,,,,,,http://vkusnoitochka.ru,,,https://vk.com/vkusno_itochka,,,,,,https://t.me/vit_russia,,,59.93897,30.228774,https://2gis.com/firm/70000001057828541
